Date,ShareLink,ShareCommentary,SharedURL,MediaURL,Visibility
2023-09-18 22:56:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7109671624294973440,"Olá pessoal,""
""""
""Complementando um vídeo que eu fiz algum tempo atrás sobre a melhoria do meu primeiro Dashboard no Power BI, estou disponibilizando um link do repositório no Github para quem quiser, poder baixar o dataset e os arquivos das duas versões do dashboard, assim como testar sua usabilidade no Power BI Service.""
""""
""https://lnkd.in/dXpmteHg""
""""
""""
""#PowerBI #Dashboard #analisededados #dados",,,MEMBER_NETWORK
2023-09-07 21:04:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7105657140387721217,"Olá pessoal, vim mostrar como se interpreta e se constrói um mapa de correlação utilizando Python.""
""""
""É uma excelente forma de saber como as colunas no seu dataset se comportam e se relacionam entre si.""
""""
""""
""#python #AnaliseDeDados #CienciaDeDados #EDA #correlacao #seaborn #heatmap #pandas",,,MEMBER_NETWORK
2023-08-29 23:46:25,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7102436362632503296,"Olá pessoal, vim apresentar um dashboard de análise de seguros.""
""""
""A primeira aba contém as seguintes informações:""
""- Venda de apólices de seguros""
""- Pagamento das apólices pelos clientes""
""Tudo isso agrupado por mês, seguradora e vendedor.""
""""
""Além disso, o usuário pode trocar para visualizar a quantidade de apólices ou valor total em Reais.""
""""
""A segunda aba contém informações sobre a inadimplência da empresa que é, sucintamente, o quanto os clientes não estão pagando das apólices adquiridas.""
""""
""#PowerBI #Dashboard #Analisededados #BusinessIntelligence  ",,,MEMBER_NETWORK
2023-08-24 23:01:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7100613106548006912,"Dica rápida no Power Query:""
""""
""Estava eu fazendo alguns códigos no Power Query e decidi comentar uma linha. Vi que aparecia um ícone de informação nas etapas de tratamento na parte direita, então quando eu coloquei o mouse em cima, apareceu o comentário que eu fiz no editor avançado.""
""""
""Para aparecer o ícone em determinada etapa, você precisa abrir o editor avançado e comentar logo acima dela, como pode ser visto na imagem.""
""""
""É uma feature interessante para se colocar em etapas do tratamento um pouco mais complexas, ajudará seu futuro eu ou alguma outra pessoa que for editar o seu código mais adiante.""
""""
""#PowerBI #PowerQuery #Dica",,,MEMBER_NETWORK
2023-08-01 15:14:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7092160697937084416,"Olá pessoal,""
""""
""Gostaria de compartilhar uma demonstração de um problema que eu resolvi no trabalho utilizando o Power BI e a linguagem DAX.""
""""
""O cenário é criar uma carteira de clientes para os vendedores da empresa seguindo algumas regras específicas.""
""""
""Deixei um link nos comentários com o arquivo da solução e o dataset caso você queira tentar resolver.""
""""
""#PowerBI #DAX #Problema #analisededados""
""",,,MEMBER_NETWORK
2023-06-30 14:17:05,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7080549812898533376,"Olá,""
""""
""Segue um projeto que fiz em python utilizando bibliotecas como pandas, matplotlib e sklearn.""
""O objetivo era criar um modelo que prevesse se um determinado cliente de um banco seria um bom pagador de empréstimos ou não, com base no histórico financeiro.""
""""
""#DataScience #MachineLearning #Python #DataAnalysis",,,MEMBER_NETWORK
2023-06-15 01:11:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7074916309158797312,"Olá Pessoal!""
""""
""Gostaria de compartilhar um projeto em que tenho trabalhado recentemente, explorando as Windows Functions no SQL Server.""
""""
""Nesta publicação, apresento exemplos práticos do uso das Windows Functions para agregar dados, classificar e deslocar conjuntos de linhas. Confira o carrossel e descubra mais sobre essa funcionalidade!""
""""
""#SQL #WindowsFunctions #DataAnalysis ",,,MEMBER_NETWORK
2023-05-06 15:44:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7060640467620626433,"Há dois anos estava eu concluindo um curso de Power BI e fazendo meu primeiro dashboard com dados advindos da Hashtag Treinamentos. ""
""""
""Recentemente, decidi fazer uma remodelagem nele para gravar um vídeo mostrando os conhecimentos que adquiri com o tempo e dar dicas para quem está iniciando. ""
""""
""""
""#powerbi #dashboard #dicas",,,MEMBER_NETWORK
2023-05-06 14:31:23,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7060622078919553024,"Há dois anos estava eu acabando um curso de Power BI e fazendo um dashboard com dados advindos da Hashtag Treinamentos.""
""""
""Fui revisitá-lo esses dias e decidi dar uma remodelada e fazer um vídeo mostrando os conhecimentos que adquiri nesses dois anos e dar dicas para quem está iniciando.""
""""
""Link das duas versões nos comentários.""
""""
""#powerbi #dashboard #dicas",,,MEMBER_NETWORK
2022-11-15 13:59:35,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6998283363358756864,"A small project in python based on the second project of The Big Book of Small Python Projects, Al Sweigart. ""
""#python #project #portfolio",,,MEMBER_NETWORK
2022-05-16 17:51:43,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6932024802194898944,#PowerBI #dashboard #processoseletivo #análisedeprocessos,,,MEMBER_NETWORK
2022-01-29 00:16:48,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6892983823085494272,#Investimento #Excel #VBA,,,MEMBER_NETWORK
2021-10-08 13:09:07,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6852228353525633024,"Dashboard de Power BI contendo análises financeiras, de clientes e de produtos. ""
""Criei o fundo no PowerPoint. ""
""link: https://lnkd.in/dkmG6zXd""
""#Dax #PowerBI  #Portfólio",,,MEMBER_NETWORK
2021-09-28 17:47:12,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6848674457070903298,#Excel #Economia,,,MEMBER_NETWORK
